Código Instit.;Código Curso;Nome da Instituição;Nome do Curso
3081;8337;Universidade do Algarve - Escola Superior de Educação e Comunicação;Imagem Animada
3081;9023;Universidade do Algarve - Escola Superior de Educação e Comunicação;Ciências da Comunicação
3081;9070;Universidade do Algarve - Escola Superior de Educação e Comunicação;Design de Comunicação
3081;9084;Universidade do Algarve - Escola Superior de Educação e Comunicação;Educação Social
3081;9563;Universidade do Algarve - Escola Superior de Educação e Comunicação;Desporto
3081;9853;Universidade do Algarve - Escola Superior de Educação e Comunicação;Educação Básica
3082;9147;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Gestão
3082;9148;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Gestão (regime noturno)
3082;9173;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Gestão Hoteleira
3082;9205;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Marketing
3082;9254;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Turismo
3083;9087;Universidade do Algarve - Instituto Superior de Engenharia;Engenharia Alimentar
3083;9089;Universidade do Algarve - Instituto Superior de Engenharia;Engenharia Civil
3083;9123;Universidade do Algarve - Instituto Superior de Engenharia;Engenharia Mecânica
3083;9503;Universidade do Algarve - Instituto Superior de Engenharia;Engenharia Elétrica e Eletrónica
3087;9147;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);Gestão
3087;9148;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);Gestão (regime noturno)
3087;9254;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);Turismo
3091;8339;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Comunicação Multimédia
3091;9005;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Animação Sociocultural
3091;9563;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Desporto
3091;9652;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Comunicação e Relações Públicas
3091;9853;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Educação Básica
3092;9056;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Contabilidade
3092;9072;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Design de Equipamento
3092;9089;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Engenharia Civil
3092;9119;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Engenharia Informática
3092;9128;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Engenharia Topográfica
3092;9147;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Gestão
3092;9157;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Gestão de Recursos Humanos
3092;9205;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Marketing
3092;9855;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Energia e Ambiente
3095;9173;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;Gestão Hoteleira
3095;9255;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;Turismo e Lazer
3095;9484;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;Restauração e Catering
3101;8014;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Serviço Social (regime pós-laboral)
3101;8476;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Relações Humanas e Comunicação Organizacional (reg. de ensino a distância)
3101;9084;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Educação Social
3101;9238;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Serviço Social
3101;9492;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Tradução e Interpretação: Português/Chinês - Chinês/Português
3101;9797;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Relações Humanas e Comunicação Organizacional
3101;9851;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Desporto e Bem-Estar
3101;9853;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Educação Básica
3101;L099;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Comunicação e Media
3102;8015;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Solicitadoria (regime pós-laboral)
3102;9002;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Administração Pública
3102;9089;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Civil
3102;9104;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia e Gestão Industrial
3102;9112;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Eletrotécnica e de Computadores
3102;9119;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Informática
3102;9123;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Mecânica
3102;9147;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Gestão
3102;9205;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Marketing
3102;9242;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Solicitadoria
3102;9627;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Contabilidade e Finanças
3102;9648;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia da Energia e do Ambiente
3102;9690;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Biomecânica
3102;9741;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Automóvel
3102;9885;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Informática (regime pós-laboral)
3102;9886;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Mecânica (regime pós-laboral)
3102;9991;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Gestão (regime pós-laboral)
3102;L055;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Jogos Digitais e Multimédia
3102;L104;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Eletrotécnica e de Computadores (regime pós-laboral)
3103;8126;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;Design Gráfico e Multimédia (regime pós-laboral)
3103;8525;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;Design de Produto - Cerâmica e Vidro
3103;9007;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;Artes Plásticas
3103;9074;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;Design Industrial
3103;9243;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;Teatro
3103;9457;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;Som e Imagem
3103;9723;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;Design de Ambientes
3103;9729;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;Design Gráfico e Multimédia
3103;L127;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;Programação e Produção Cultural
3105;8514;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar;Gestão de Eventos
3105;9014;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar;Biologia Marinha e Biotecnologia
3105;9016;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar;Biotecnologia
3105;9087;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar;Engenharia Alimentar
3105;9178;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar;Gestão Turística e Hoteleira
3105;9207;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar;Marketing Turístico
3105;9254;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar;Turismo
3105;9848;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar;Animação Turística
3105;L131;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar;Gestão da Restauração e Catering
3112;8307;Instituto Politécnico de Lisboa - Escola Superior de Educação;Artes Visuais e Tecnologias
3112;9005;Instituto Politécnico de Lisboa - Escola Superior de Educação;Animação Sociocultural
3112;9853;Instituto Politécnico de Lisboa - Escola Superior de Educação;Educação Básica
3112;9876;Instituto Politécnico de Lisboa - Escola Superior de Educação;Educação Básica (regime pós-laboral)
3112;L134;Instituto Politécnico de Lisboa - Escola Superior de Educação;Mediação Artística e Cultural
3113;8438;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Relações Públicas e Comunicação Empresarial (regime pós-laboral)
3113;8439;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Publicidade e Marketing (regime pós-laboral)
3113;9010;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Audiovisual e Multimédia
3113;9191;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Jornalismo
3113;9222;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Publicidade e Marketing
3113;9231;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Relações Públicas e Comunicação Empresarial
3117;8015;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Solicitadoria (regime pós-laboral)
3117;9058;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Contabilidade e Administração
3117;9147;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Gestão
3117;9242;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Solicitadoria
3117;9476;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Finanças Empresariais
3117;9870;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Contabilidade e Administração (regime pós-laboral)
3117;9889;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Finanças Empresariais (regime pós-laboral)
3117;9991;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Gestão (regime pós-laboral)
3117;L035;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Comércio e Negócios Internacionais (regime pós-laboral)
3118;9089;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Civil
3118;9108;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Eletrónica e Telecomunicações e de Computadores
3118;9109;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Eletrotécnica
3118;9121;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Informática e de Computadores
3118;9123;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Mecânica
3118;9126;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Química e Biológica
3118;9455;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Biomédica
3118;L052;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Informática e Multimédia
3118;L085;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Tecnologias e Gestão Municipal
3118;L117;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Matemática Aplicada à Tecnologia e à Empresa
3118;L119;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Informática, Redes e Telecomunicações
3121;8014;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Serviço Social (regime pós-laboral)
3121;9238;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Serviço Social
3121;9254;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Turismo
3121;9773;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Jornalismo e Comunicação
3121;9853;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Educação Básica
3122;9070;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Design de Comunicação
3122;9119;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Engenharia Informática
3122;9147;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Gestão
3122;9670;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Administração de Publicidade e Marketing
3122;9991;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Gestão (regime pós-laboral)
3122;L033;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Tecnologias de Produção de Biocombustíveis
3122;L171;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Design de Animação e Multimédia
3123;9003;Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas;Agronomia
3123;9085;Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas;Enfermagem Veterinária
3123;9130;Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas;Equinicultura
3131;8002;Instituto Politécnico do Porto - Escola Superior de Educação;Línguas e Culturas Estrangeiras
3131;8096;Instituto Politécnico do Porto - Escola Superior de Educação;Gestão do Património (regime pós-laboral)
3131;8264;Instituto Politécnico do Porto - Escola Superior de Educação;Artes Visuais e Tecnologias Artísticas
3131;9084;Instituto Politécnico do Porto - Escola Superior de Educação;Educação Social
3131;9563;Instituto Politécnico do Porto - Escola Superior de Educação;Desporto
3131;9767;Instituto Politécnico do Porto - Escola Superior de Educação;Gestão do Património
3131;9807;Instituto Politécnico do Porto - Escola Superior de Educação;Tradução e Interpretação em Língua Gestual Portuguesa
3131;9853;Instituto Politécnico do Porto - Escola Superior de Educação;Educação Básica
3131;9878;Instituto Politécnico do Porto - Escola Superior de Educação;Educação Musical
3131;9879;Instituto Politécnico do Porto - Escola Superior de Educação;Educação Social (regime pós-laboral)
3134;8005;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Marketing (regime pós-laboral)
3134;9009;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Assessoria e Tradução
3134;9043;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Ciências e Tecnologias da Documentação e Informação
3134;9053;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Comunicação Empresarial
3134;9058;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Contabilidade e Administração
3134;9205;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Marketing
3134;9227;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Recursos Humanos
3134;9716;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Comércio Internacional
3134;9829;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Assessoria e Tradução (regime pós-laboral)
3134;9866;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Comércio Internacional (regime pós-laboral)
3134;9867;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Comunicação Empresarial (regime pós-laboral)
3134;9870;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Contabilidade e Administração (regime pós-laboral)
3134;L070;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Criatividade e Inovação Empresarial
3135;8316;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia de Sistemas
3135;9089;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Civil
3135;9104;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia e Gestão Industrial
3135;9110;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Eletrotécnica - Sistemas Elétricos de Energia
3135;9112;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Eletrotécnica e de Computadores
3135;9117;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Geotécnica e Geoambiente
3135;9119;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Informática
3135;9123;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Mecânica
3135;9125;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Química
3135;9455;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Biomédica
3135;9936;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Mecânica Automóvel
3135;L089;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Biorrecursos
3138;8015;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Solicitadoria (regime pós-laboral)
3138;8097;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Ciências Empresariais (regime pós-laboral)
3138;8288;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Sistemas de Informação para a Gestão
3138;8398;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Segurança Informática em Redes de Computadores
3138;9045;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Ciências Empresariais
3138;9119;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Engenharia Informática
3138;9242;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Solicitadoria
3138;L030;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Gestão Industrial e Logística
3138;L091;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Segurança do Trabalho e Ambiente
3139;8442;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;Gestão das Atividades Turísticas (regime pós-laboral)
3139;9164;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;Gestão e Administração Hoteleira
3139;9921;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;Gestão das Atividades Turísticas
3139;L131;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;Gestão da Restauração e Catering
3141;8419;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Agronomia (regime pós-laboral)
3141;9003;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Agronomia
3141;L003;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Zootecnia
3141;L169;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Tecnologia e Gestão Agroindustrial
3141;L172;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Dieta Mediterrânica e Ciência dos Alimentos
3142;9084;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Educação Social
3142;9853;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Educação Básica
3142;L130;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Educação Ambiental e Turismo de Natureza
3142;L179;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Produção Multimédia em Educação
3143;9152;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Gestão de Empresas
3143;9185;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Informática
3143;9498;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Contabilidade e Fiscalidade
3143;9785;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Negócios Internacionais
3143;9994;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Gestão de Empresas (regime pós-laboral)
3145;9730;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Desporto de Natureza e Turismo Ativo
3145;9763;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Gestão das Organizações Desportivas
3145;9808;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Treino Desportivo
3145;L008;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Atividade Física e Estilos de Vida Saudáveis
3145;L034;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Desporto, Condição Física e Saúde
3151;9054;Instituto Politécnico de Setúbal - Escola Superior de Educação;Comunicação Social
3151;9563;Instituto Politécnico de Setúbal - Escola Superior de Educação;Desporto
3151;9631;Instituto Politécnico de Setúbal - Escola Superior de Educação;Animação e Intervenção Sociocultural
3151;9633;Instituto Politécnico de Setúbal - Escola Superior de Educação;Tradução e Interpretação de Língua Gestual Portuguesa
3151;9853;Instituto Politécnico de Setúbal - Escola Superior de Educação;Educação Básica
3152;8515;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Tecnologias de Energia
3152;9092;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Engenharia de Automação, Controlo e Instrumentação
3152;9112;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Engenharia Eletrotécnica e de Computadores
3152;9119;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Engenharia Informática
3152;9123;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Engenharia Mecânica
3152;9862;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Tecnologia e Gestão Industrial (regime noturno)
3152;L069;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Tecnologia Biomédica
3152;L124;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Tecnologias do Ambiente e do Mar
3153;8111;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão de Recursos Humanos (regime pós-laboral)
3153;9157;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão de Recursos Humanos
3153;9205;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Marketing
3153;9627;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Contabilidade e Finanças
3153;9628;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Contabilidade e Finanças (regime noturno)
3153;9629;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão da Distribuição e da Logística
3153;9630;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão de Sistemas de Informação
3153;9993;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão da Distribuição e da Logística (regime pós-laboral)
3154;9016;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Biotecnologia
3154;9089;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Engenharia Civil
3154;9090;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Engenharia Civil (regime noturno)
3154;9687;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Bioinformática
3154;L100;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Tecnologias do Petróleo
3155;9500;Instituto Politécnico de Setúbal - Escola Superior de Saúde;Enfermagem
3155;9504;Instituto Politécnico de Setúbal - Escola Superior de Saúde;Fisioterapia
3155;9890;Instituto Politécnico de Setúbal - Escola Superior de Saúde;Terapia da Fala
3155;L160;Instituto Politécnico de Setúbal - Escola Superior de Saúde;Acupuntura
3161;9003;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;Agronomia
3161;9016;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;Biotecnologia
3161;9085;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;Enfermagem Veterinária
3161;L164;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;Engenharia do Ambiente e Geoinformática
3162;9473;Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;Educação Social Gerontológica
3162;9853;Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;Educação Básica
3162;L122;Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;Artes Plásticas e Tecnologias Artísticas
3163;8114;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Turismo (regime pós-laboral)
3163;8407;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia da Computação Gráfica e Multimédia
3163;9087;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia Alimentar
3163;9119;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia Informática
3163;9123;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia Mecânica
3163;9147;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Gestão
3163;9148;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Gestão (regime noturno)
3163;9254;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Turismo
3163;9723;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Design de Ambientes
3163;9727;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Design do Produto
3163;9743;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia Civil e do Ambiente
3163;9751;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia Mecatrónica
3163;L153;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia de Redes e Sistemas de Computadores
3164;8464;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;Gestão da Distribuição e Logística
3164;8516;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;Organização e Gestão Empresariais
3164;9498;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;Contabilidade e Fiscalidade
3164;9664;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;Marketing e Comunicação Empresarial
3165;9731;Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer;Desporto e Lazer
3181;9054;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Comunicação Social
3181;9084;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Educação Social
3181;9347;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Artes Plásticas e Multimédia
3181;9850;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Desporto e Atividade Física
3181;9853;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Educação Básica
3181;9930;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Publicidade e Relações Públicas
3181;L154;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Artes da Performance Cultural
3182;8296;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Gestão Industrial
3182;8517;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Tecnologia e Design de Mobiliário
3182;9056;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Contabilidade
3182;9089;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia Civil
3182;9099;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia do Ambiente
3182;9109;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia Eletrotécnica
3182;9119;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia Informática
3182;9123;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia Mecânica
3182;9152;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Gestão de Empresas
3182;9205;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Marketing
